number,author,title,status,comment_count,reaction_count,reaction_heart_count,reaction_plusone_count,reaction_minusone_count,reaction_laugh_count,reaction_confused_count,reaction_hooray_count,created,updated,url
4015,jmelchio,Enhance back-end pipeline verification to check region names,open,4,0,0,0,0,0,0,0,2019-02-21 19:37:50 UTC,2019-04-10 14:25:10 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4015
3950,nmnellis,Kubernetes V2 Bake(Manifest) does not allow non string properties as overrides,open,4,0,0,0,0,0,0,0,2019-02-08 02:25:01 UTC,2019-03-09 09:38:17 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3950
3935,thomasnal,Trigger doesn't work in Evaluate Expression,open,4,0,0,0,0,0,0,0,2019-02-05 16:53:11 UTC,2019-04-10 15:15:44 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3935
3923,lin-hua-cheng,Relax Clouddriver healthcheck,open,4,0,0,0,0,0,0,0,2019-02-01 23:55:02 UTC,2019-03-21 18:50:23 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3923
3915,ezimanyi,Issues due to double artifact resolution for templated pipelines in 1.12,open,4,0,0,0,0,0,0,0,2019-01-31 01:05:35 UTC,2019-03-17 23:30:22 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3915
3827,darkrasid,cannot open create server group menu,open,4,0,0,0,0,0,0,0,2019-01-08 04:34:40 UTC,2019-04-15 19:45:40 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3827
3826,okundzich,Display what was deployed in the Deploy Service stage,open,4,0,0,0,0,0,0,0,2019-01-07 22:42:22 UTC,2019-04-07 22:15:15 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3826
3784,WakeupTsai,Should give each execution a serial number,open,4,0,0,0,0,0,0,0,2018-12-24 02:00:07 UTC,2019-04-02 18:35:24 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3784
3777,tillig,Enhancement: Add API key support to Spinnaker webhook endpoints,open,4,0,0,0,0,0,0,0,2018-12-20 19:26:38 UTC,2019-03-20 20:20:23 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3777
3776,tillig,Enhancement: Support for Azure Blob Storage artifacts/events,open,4,0,0,0,0,0,0,0,2018-12-20 19:06:18 UTC,2019-03-20 20:25:25 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3776
3772,abergmeier,Clouddriver: Cannot authenticate with OpenShift Docker Registry (OCR),open,4,0,0,0,0,0,0,0,2018-12-20 13:45:35 UTC,2019-03-20 16:55:36 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3772
3771,wangycc,Failed to deploy the latest version through official documentation,open,4,0,0,0,0,0,0,0,2018-12-20 12:32:34 UTC,2019-04-03 11:18:10 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3771
3728,yatanasov,Unable to use parameters from Webhook Trigger payload,open,4,0,0,0,0,0,0,0,2018-12-14 14:19:26 UTC,2019-03-22 01:30:24 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3728
3714,e96wic,Recurring Jedis Errors,open,4,0,0,0,0,0,0,0,2018-12-12 12:20:49 UTC,2019-03-13 12:55:23 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3714
3701,t9t,Tag list should be sorted in inverse order and possibly limited,open,4,0,0,0,0,0,0,0,2018-12-10 11:02:02 UTC,2019-03-21 22:45:23 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3701
3697,JoeyX-u,Unable to connect to the server: EOF,open,4,0,0,0,0,0,0,0,2018-12-08 08:39:45 UTC,2019-03-13 17:55:33 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3697
3670,stuart-pollock,Scaling to zero instances in ASG fails,open,4,0,0,0,0,0,0,0,2018-11-29 15:19:19 UTC,2019-04-07 16:50:21 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3670
3656,claymccoy,"""clone server group"" action should exist",open,4,0,0,0,0,0,0,0,2018-11-28 03:28:44 UTC,2019-03-12 16:30:38 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3656
3630,rebalag,New pipeline creation fails with roles attached to trigger using API,open,4,0,0,0,0,0,0,0,2018-11-21 20:10:52 UTC,2019-03-02 18:15:23 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3630
3623,okundzich,Improve Spring Boot application properties configuration,open,4,0,0,0,0,0,0,0,2018-11-20 15:05:02 UTC,2019-02-21 21:10:50 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3623
3573,bhuvan,spinnaker to be compatible with jdk 11,open,4,0,0,0,0,0,0,0,2018-11-07 21:26:10 UTC,2019-02-20 02:30:13 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3573
3506,daviddyball,Versioned ConfigMap not Replaced Correctly in Pod Manifest,open,4,0,0,0,0,0,0,0,2018-10-25 10:17:17 UTC,2019-03-31 09:30:25 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3506
3477,freevatar,Spinnaker clouddriver pod crashes because of insufficient access rights,open,4,0,0,0,0,0,0,0,2018-10-18 19:38:56 UTC,2019-03-31 21:45:18 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3477
3420,sbwsg,De-duplicate Log Output Modals,open,4,0,0,0,0,0,0,0,2018-10-04 15:41:47 UTC,2019-04-03 19:15:35 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3420
3334,lwander,`spin -h` should say what `spin` is,open,4,0,0,0,0,0,0,0,2018-09-13 19:57:10 UTC,2019-03-14 16:35:48 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3334
3239,danielpeach,UI cleanup: model interface for kubernetes manifest,open,4,0,0,0,0,0,0,0,2018-08-23 20:20:06 UTC,2019-04-02 14:45:40 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3239
3173,uvoigt,inbound/outbound rules only detected in apiVersion=network.k8s.io/v1,open,4,0,0,0,0,0,0,0,2018-08-11 08:50:39 UTC,2019-01-02 14:42:18 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3173
3080,jfillo,Feature request: Pipeline Triggers on Git branch deletion and Git pull request state change,open,4,0,0,0,0,0,0,0,2018-07-24 20:41:36 UTC,2019-03-16 00:45:02 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3080
4269,six-lqx,hal deploy apply error,open,5,0,0,0,0,0,0,0,2019-04-10 06:30:58 UTC,2019-04-10 14:30:12 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4269
4110,SamsonChen94,Bake Manifest Error when using webhook,open,5,0,0,0,0,0,0,0,2019-03-13 11:44:02 UTC,2019-03-14 02:31:37 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4110
3871,haf,Pipelines fail to be fetched in codelab,open,5,0,0,0,0,0,0,0,2019-01-21 16:18:05 UTC,2019-03-10 06:45:16 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3871
3862,JamieChe,Igor return HTTP 500 when monitoring queued jenkins job,open,5,0,0,0,0,0,0,0,2019-01-18 09:46:33 UTC,2019-03-16 08:20:20 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3862
3842,okundzich,Enable CF network policies,open,5,0,0,0,0,0,0,0,2019-01-11 22:27:18 UTC,2019-04-10 20:02:26 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3842
3841,okundzich,"Enable CF app autoscaling ",open,5,0,0,0,0,0,0,0,2019-01-11 22:05:36 UTC,2019-04-06 22:15:22 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3841
3823,german-muzquiz,[clouddriver/kubernetes] /clusters returning wrong cluster names,open,5,0,0,0,0,0,0,0,2019-01-07 17:33:51 UTC,2019-04-01 18:15:30 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3823
3785,athom,Front50 with S3 Storage  failed to startup for  Unable to refresh: {},open,5,0,0,0,0,0,0,0,2018-12-26 07:40:33 UTC,2019-03-11 22:42:02 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3785
3783,emptywee,Clouddriver LoadBalancer/listForCloudProvider latency,open,5,0,0,0,0,0,0,0,2018-12-21 19:19:08 UTC,2019-04-02 20:20:29 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3783
3694,blackcat-lin,Spinnaker user does not have access to service account,open,5,0,0,0,0,0,0,0,2018-12-06 19:59:16 UTC,2019-03-03 20:29:33 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3694
3627,lord-i-will,does clouddriver support kubernetes federation?,open,5,0,0,0,0,0,0,0,2018-11-21 02:15:30 UTC,2019-03-03 23:25:17 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3627
3537,ttomsu,FR: Help text on GCE load balancer type selection screen,open,5,0,0,0,0,0,0,0,2018-10-31 14:54:28 UTC,2019-03-21 16:50:29 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3537
3515,willgorman,Allow jsonFromUrl pipeline expression functions in pipeline configuration,open,5,0,0,0,0,0,0,0,2018-10-26 13:51:00 UTC,2019-03-06 21:25:25 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3515
3436,vikashkmr31,Auto trigger of pipeline not happening after pushing a new image to docker registry,open,5,0,0,0,0,0,0,0,2018-10-08 16:16:32 UTC,2019-03-09 10:05:16 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3436
3336,vikashkmr31,After Spinnaker install some of spinnaker microservices are not ready,open,5,0,0,0,0,0,0,0,2018-09-14 13:26:03 UTC,2019-03-03 19:20:23 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3336
3194,ttomsu,"RFC: Converge Echo event & notification stream to a known, common message structure",open,5,0,0,0,0,0,0,0,2018-08-15 15:18:33 UTC,2019-03-04 06:46:57 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3194
3177,twanc,init containers: docker image tag is not taken from trigger,open,5,0,0,0,0,0,0,0,2018-08-13 14:19:00 UTC,2019-03-09 10:05:19 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3177
2017,lwander,Populate task details after deploying a Manifest,open,5,0,0,0,0,0,0,0,2017-10-06 16:43:57 UTC,2019-03-12 12:31:30 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2017
4243,rbadillo,Spinnaker / Kubernetes V2 - Containers are showing CPU and Memory resources as Unknown.,open,6,0,0,0,0,0,0,0,2019-04-04 16:31:22 UTC,2019-04-09 03:27:30 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4243
4155,duglin,CLA/DCO ?,open,6,0,0,0,0,0,0,0,2019-03-20 13:49:17 UTC,2019-04-10 21:51:24 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4155
3721,slewiskelly,Stack name cannot contain any special characters,open,6,0,0,0,0,0,0,0,2018-12-13 06:35:54 UTC,2019-03-15 16:30:52 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3721
3698,uvoigt,Account substitution by expression,open,6,0,0,0,0,0,0,0,2018-12-09 17:54:43 UTC,2019-04-02 19:10:21 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3698
3692,nicoloamato,Create server group fail,open,6,0,0,0,0,0,0,0,2018-12-06 15:41:52 UTC,2019-03-13 20:12:33 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3692
3643,JamieChe,"Pipeline webhook trigger ""Payload Constraints"" does not support mutli-level json payload . ",open,6,0,0,0,0,0,0,0,2018-11-26 06:18:03 UTC,2019-04-10 20:05:17 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3643
3536,ttomsu,FR: Require account to be specified when baking GCE image,open,6,0,0,0,0,0,0,0,2018-10-31 14:47:47 UTC,2019-02-04 14:57:22 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3536
3525,kevincai,"kubernetes provider support kubernetes  ""Endpoints"" object",open,6,0,0,0,0,0,0,0,2018-10-30 04:15:37 UTC,2019-04-11 13:00:38 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3525
3442,jaredcurtis,Gate socket timeout when refreshing health checks,open,6,0,0,0,0,0,0,0,2018-10-10 22:50:11 UTC,2019-04-11 19:15:46 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3442
3381,firmsoil,Setup Hangs - Codelab - Continuous Delivery to Kubernetes Using Spinnaker,open,6,0,0,0,0,0,0,0,2018-09-26 03:25:37 UTC,2019-03-18 19:54:49 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3381
3130,jtk54,Spin CLI: cli <-> Gate version check,open,6,0,0,0,0,0,0,0,2018-08-06 15:37:51 UTC,2019-03-14 13:57:00 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3130
3061,jtk54,Spin CLI: Submit generic task/orchestration command,open,6,0,0,0,0,0,0,0,2018-07-18 17:46:34 UTC,2019-03-04 15:23:17 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3061
2770,lwander,Bake manifest stage enhancements,open,6,0,0,0,0,0,0,0,2018-05-11 18:18:07 UTC,2019-01-23 19:53:15 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2770
2658,danielpeach,Competing scrollbars in configure manifest wizard,open,6,0,0,0,0,0,0,0,2018-04-13 18:40:24 UTC,2019-04-02 14:40:40 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2658
3928,beyond-code-github,Kubernetes Events are missing after v1.10.13,open,7,0,0,0,0,0,0,0,2019-02-04 15:48:43 UTC,2019-04-09 09:16:07 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3928
3710,sbwsg,Convert AppEngine provider to Moniker,open,7,0,0,0,0,0,0,0,2018-12-11 18:05:27 UTC,2019-03-20 16:11:10 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3710
3686,mitchellmaler,Minio x509 Cert Error - Self Signed Cert,open,7,0,0,0,0,0,0,0,2018-12-04 01:59:45 UTC,2019-03-20 13:25:33 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3686
3651,kskewes,Extend Project API - Save & Delete,open,7,0,0,0,0,0,0,0,2018-11-26 22:54:25 UTC,2019-03-21 13:45:36 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3651
3632,okundzich,hal CLI configuration for CF accounts,open,7,0,0,0,0,0,0,0,2018-11-21 20:36:59 UTC,2019-03-29 13:45:26 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3632
3131,jtk54,Spin CLI: autogen cli command documentation,open,7,0,0,0,0,0,0,0,2018-08-06 15:42:18 UTC,2019-03-14 18:40:21 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3131
2966,jtk54,Spin CLI: Fingerprint resources to protect against concurrent writes,open,7,0,0,0,0,0,0,0,2018-06-27 18:33:52 UTC,2019-03-04 15:23:05 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2966
4139,learnteds,ERROR 409 while configuring minio using hal for setting up Spinnaker,open,8,0,0,0,0,0,0,0,2018-11-05 11:37:25 UTC,2019-03-18 21:12:50 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4139
4127,jtdawso,Pipeline Templates V2 Expected (Bitbucket) Artifacts not found,open,8,0,0,0,0,0,0,0,2019-03-15 17:03:24 UTC,2019-04-11 21:28:43 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4127
3901,ttomsu,"RFC: Make Spectator controller (""/spectator/metrics"") a Spring managed endpoint",open,8,0,0,0,0,0,0,0,2019-01-29 17:13:20 UTC,2019-03-01 14:55:03 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3901
3799,gandikun,[Clouddriver] Resize server group with autoscaling enable always create new template,open,8,0,0,0,0,0,0,0,2019-01-03 05:27:40 UTC,2019-04-07 17:25:24 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3799
3727,IAmMichal,Spinnaker UI stuck in loading.,open,8,0,0,0,0,0,0,0,2018-12-14 10:02:25 UTC,2019-03-18 09:35:37 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3727
3700,ikemonn,[CloudDriver][Orca?]Spinnaker does not deploy latest image after bake.,open,8,0,0,0,0,0,0,0,2018-12-10 10:02:43 UTC,2019-03-13 04:25:24 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3700
3644,axot,Using shell variable inside kubernetes manifest,open,8,0,0,0,0,0,0,0,2018-11-26 07:45:55 UTC,2019-03-26 19:58:40 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3644
3507,bhumarevb,"AWS ECS - Exception ( Wait For Cluster Disable ) Cannot get property 'type' on null object ",open,8,0,0,0,0,0,0,0,2018-10-25 12:09:56 UTC,2019-04-04 19:40:14 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3507
3340,iniinikoski,Add support for defining the task execution role in ECS provider (Fargate options),open,8,0,0,0,0,0,0,0,2018-09-16 19:50:27 UTC,2019-04-02 14:25:20 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3340
4237,jfillo,Clouddriver + kube v2 provider: cannot delete unregistered CRDs,open,9,0,0,0,0,0,0,0,2019-04-03 15:52:35 UTC,2019-04-13 21:59:02 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4237
4090,saisantoshi76,"""hal deploy apply"" errors out saying ""Not supported OS"" (Recommending Ubuntu when using Mac)",open,9,0,0,0,0,0,0,0,2019-03-08 10:11:31 UTC,2019-03-11 14:26:53 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4090
4023,davidxia,Support enabling livenessProbes for Spinnaker components deployed to k8s,open,9,0,0,0,0,0,0,0,2019-02-23 18:21:12 UTC,2019-04-02 14:20:01 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4023
3988,papanito,hal version list fails behind proxy: ! ERROR null,open,9,0,0,0,0,0,0,0,2019-02-19 09:34:45 UTC,2019-04-15 16:30:30 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3988
3934,thomasnal,How to authenticate #jsonFromUrl?,open,9,0,0,0,0,0,0,0,2019-02-05 16:16:11 UTC,2019-03-31 22:50:16 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3934
3881,haf,[gate/deck] URI path normalisation errors in Spring security,open,9,0,0,0,0,0,0,0,2019-01-25 15:42:33 UTC,2019-04-02 21:10:30 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3881
3640,ciciya-lal,"Service account issue occured after upgrading Orca ",open,9,0,0,0,0,0,0,0,2018-11-23 11:34:31 UTC,2019-04-02 07:10:17 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3640
3108,tillig,"Bake (Manifest) output artifact must match ""Name"" field of inputs",open,9,0,0,0,0,0,0,0,2018-07-30 17:38:42 UTC,2018-12-20 19:15:24 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3108
3320,beyond-code-github,Enabling AWS provider alongside Kubernetes V2 provider causes the Deploy (manifest) Configuration section of pipeline stage configuration UI to render an empty box,open,10,0,0,0,0,0,0,0,2018-09-12 12:30:51 UTC,2019-04-02 14:45:35 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3320
3257,FelicityHughes,Re-run of triggered pipeline fails to copy stages of original triggering pipeline,open,10,0,0,0,0,0,0,0,2018-08-28 01:12:54 UTC,2019-03-07 21:06:24 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3257
2348,lwander,Support `kubectl replace ...` in Kubernetes v2,open,10,0,0,0,0,0,0,0,2018-02-15 20:52:14 UTC,2019-03-12 12:31:20 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2348
2117,lwander,Integrate kafka as a pubsub system in echo,open,10,0,0,0,0,0,0,0,2017-11-22 16:31:37 UTC,2019-03-11 16:52:49 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2117
4240,jfillo,bug(deck): 1.13: delete (manifest) - match by label does not show all available kinds,open,11,0,0,0,0,0,0,0,2019-04-03 18:25:24 UTC,2019-04-15 21:48:46 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4240
3822,rampatnaik,AutoTrigger not working after 1.9.5 version update,open,11,0,0,0,0,0,0,0,2019-01-07 15:30:38 UTC,2019-03-13 14:43:24 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3822
3745,abergmeier,Volumes settings fail to bind values,open,11,0,0,0,0,0,0,0,2018-12-17 16:42:22 UTC,2019-03-18 08:35:27 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3745
3658,axot,"error: the server doesn't have a resource type ""podPreset""",open,11,0,0,0,0,0,0,0,2018-11-28 08:22:15 UTC,2019-03-04 06:45:21 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3658
3453,oahayder,Undefined 'name' field in pipeline takes down echo,open,11,0,0,0,0,0,0,0,2018-10-15 18:58:12 UTC,2019-03-09 20:20:22 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3453
3671,sergedonaldp,chaosmonkey does not find eligible instances to terminate,open,12,0,0,0,0,0,0,0,2018-11-29 16:06:08 UTC,2019-03-09 14:45:18 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3671
3287,louisvernon,Clouddriver: Unready - java.lang.OutOfMemoryError,open,12,0,0,0,0,0,0,0,2018-09-04 20:29:00 UTC,2019-01-23 20:04:46 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3287
3791,ricklagerweij,"Kubernetes gate, orca, igor, rosco crash with dualexecution setup (redis/sql)",open,13,0,0,0,0,0,0,0,2018-12-31 13:03:05 UTC,2019-04-15 19:35:31 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3791
3421,lucasclavero,Find images from Tags in eu-central-1 does not work,open,13,0,0,0,0,0,0,0,2018-10-04 16:10:36 UTC,2019-03-14 15:10:37 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3421
2484,svenbovens,https://www.spinnaker.io/setup/features/notifications/ enhancement,open,13,0,0,0,0,0,0,0,2018-02-28 10:19:50 UTC,2019-01-23 16:25:19 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2484
3521,BIGPHATTOBY,no session affinity option for GCP Network LB,open,14,0,0,0,0,0,0,0,2018-10-29 15:15:49 UTC,2019-03-26 14:14:58 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3521
3519,indrayam,"Using Halyard, adding Kubernetes accounts in clouddriver-local.yml causes clouddriver-caching (and -rw) to throw ""error: stat /home/userid/.kube/config: no such file or directory"" after install",open,14,0,0,0,0,0,0,0,2018-10-26 23:11:28 UTC,2019-03-09 21:00:23 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3519
3010,calvinmorrow,CloudDriver: java.lang.OutOfMemoryError: GC overhead limit exceeded,open,14,0,0,0,0,0,0,0,2018-07-06 16:21:28 UTC,2019-03-13 03:54:46 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3010
2288,lwander,Finish Halyard v2 deploy functionality,open,14,0,0,0,0,0,0,0,2018-02-01 14:20:19 UTC,2019-03-12 12:31:26 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2288
4225,kuberkaul,Unable to read manifest 'ServiceEntry.networking.istio.io egress' in namespace for account (spinnaker account) ; orca unable to get status from clouddriver,open,15,0,0,0,0,0,0,0,2019-04-01 19:29:22 UTC,2019-04-04 16:43:57 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4225
3944,erickrmz,spin-gate ssl_client defunct processes,open,15,0,0,0,0,0,0,0,2019-02-06 19:11:14 UTC,2019-04-13 19:10:23 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3944
3270,katsew,Unknown user error occurred with kubernetes RBAC.,open,15,0,0,0,0,0,0,0,2018-08-29 06:12:55 UTC,2019-04-02 14:45:38 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3270
3073,ethanfrogers,Refactor SCM webhook logic in Echo,open,15,0,0,0,0,0,0,0,2018-07-22 14:49:06 UTC,2019-03-10 11:05:13 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3073
3940,diasjorge,WaitForUpInstanceTask stuck on red/black strategy without load balancer on google cloud,open,16,0,0,0,0,0,0,0,2019-02-06 13:17:40 UTC,2019-03-15 17:43:45 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3940
3574,Nogbit,Gate not running or starting with hal 1.12.0 on local install,open,16,0,0,0,0,0,0,0,2018-11-08 00:50:26 UTC,2019-03-16 00:02:03 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3574
2533,bobbytables,[gate] SSL w/ apiPort and ssl: enabled causes tomcat to start 2 https ports,open,16,0,0,0,0,0,0,0,2018-03-11 18:20:28 UTC,2019-03-26 21:36:31 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2533
3666,mohankumarbm,Spinakker: Unable to read manifest,open,17,0,0,0,0,0,0,0,2018-11-28 23:41:02 UTC,2019-04-01 19:29:53 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3666
3649,ncknt,"RFC: Halyard secret management ",open,22,0,0,0,0,0,0,0,2018-11-26 18:17:41 UTC,2019-02-22 08:36:32 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3649
3439,tillig,"Clouddriver periodically ""forgets"" how to deploy custom resources",open,22,0,0,0,0,0,0,0,2018-10-09 00:05:35 UTC,2019-03-15 23:10:22 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3439
2912,vbhumare,"AWS ECS Container Status unhealthy in Deploy Stage ",open,23,0,0,0,0,0,0,0,2018-06-14 19:02:39 UTC,2019-03-13 23:00:33 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2912
4305,iniinikoski,FR: Add support for Google Cloud Run deployments,open,0,1,0,1,0,0,0,0,2019-04-15 21:29:59 UTC,2019-04-15 21:29:59 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4305
4297,lavanyachennupati,spinnakerExecution for a deployment is successful when only 1/2 of the containers of a pod is running,open,0,1,0,1,0,0,0,0,2019-04-15 18:43:33 UTC,2019-04-15 22:01:11 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4297
4291,shivamdixit,Spinnaker won't allow empty keypair for AWS provider configuration,open,0,1,0,1,0,0,0,0,2019-04-15 15:36:49 UTC,2019-04-15 15:37:00 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4291
4215,jondeandres,No INFRASTRUCTURE detected after deployment,open,0,1,0,1,0,0,0,0,2019-03-29 11:47:03 UTC,2019-03-29 11:47:46 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4215
4116,louisjimenez,Add support for MPT v2 pipeline configuration view in Deck,open,0,1,0,1,0,0,0,0,2019-03-13 20:07:20 UTC,2019-03-13 20:07:20 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4116
4100,pauljrob,Updating Spinnaker to Include Lambda Target Support,open,0,1,0,0,0,0,0,0,2019-03-11 23:34:56 UTC,2019-03-14 14:43:39 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4100
4089,yinanfang,Feature Request: Add a `notification` subcommand for spin cli,open,0,1,0,1,0,0,0,0,2019-03-08 00:01:36 UTC,2019-03-08 14:53:14 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4089
4194,perek,Feature: Add K8s HorizontalPodAutoscaler support,open,1,1,0,1,0,0,0,0,2019-03-26 00:09:01 UTC,2019-04-09 18:23:50 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4194
4080,ealebed,Kubernets v2 provider: deployKubernetesManifest.deployKubernetesManifest.Certificate.notValidKind,open,1,1,0,1,0,0,0,0,2019-03-07 13:15:17 UTC,2019-03-13 16:31:04 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4080
4068,Jammy-Louie,CF - Destroy orphaned load balancers when destroying SG,open,1,1,0,1,0,0,0,0,2019-03-05 15:58:05 UTC,2019-03-05 16:00:31 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4068
