number,author,title,status,comment_count,reaction_count,reaction_heart_count,reaction_plusone_count,reaction_minusone_count,reaction_laugh_count,reaction_confused_count,reaction_hooray_count,created,updated,url
3980,sbwsg,"Add an MPTv2 template search field to ""Create Pipeline"" modal",open,1,1,0,1,0,0,0,0,2019-02-15 17:07:01 UTC,2019-02-15 20:07:05 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3980
4262,marchello2000,Move pipeline triggers to echo,open,2,1,0,1,0,0,0,0,2019-04-08 21:01:04 UTC,2019-04-08 21:18:29 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4262
4165,pospome,"Kubernetes Account is not shown in ""Deploy (Manifest) "" stage.",open,2,1,0,1,0,0,0,0,2019-03-21 00:15:55 UTC,2019-04-09 09:07:07 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4165
3955,bytesandwich,Proposal: Run Job should support running a job on ECS,open,2,1,0,1,0,0,0,0,2019-02-09 01:03:17 UTC,2019-03-07 19:00:52 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3955
3910,perek,"[Feature] New Stage Type ""Check a Metric""",open,2,1,0,1,0,0,0,0,2019-01-30 17:38:30 UTC,2019-02-27 17:26:59 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3910
3752,michaelsorenson,Spinnaker doesn't seem to be starting on Ubuntu 16.04 when deploying,open,2,1,0,1,0,0,0,0,2018-12-18 00:50:03 UTC,2019-03-21 11:00:28 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3752
3738,beckje01,Resize Server Group` link from the details screen broken,open,2,1,0,1,0,0,0,0,2018-12-16 21:42:58 UTC,2019-03-16 21:50:18 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3738
4195,maggieneterval,RFC: Export deck-kayenta view components,open,3,1,0,1,0,0,0,0,2019-03-26 16:04:32 UTC,2019-03-27 16:20:53 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4195
4041,bhushansona,"deploying localgit configuration, does not create settings-local.js in profiles",open,3,1,0,1,0,0,0,0,2019-02-26 17:30:12 UTC,2019-04-07 05:44:07 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4041
3883,ttomsu,RFC: Move all management endpoints to a common port,open,3,1,0,1,0,0,0,0,2019-01-25 19:54:34 UTC,2019-03-12 12:30:22 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3883
3830,yinanfang,Wrong order for the pipeline status history,open,3,1,0,1,0,0,0,0,2019-01-08 21:53:39 UTC,2019-03-07 00:40:21 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3830
3753,wadadli,"ERROR Deleting spinnaker failed in spinnaker error: the server doesn't have a resource type ""deploy""",open,3,1,0,1,0,0,0,0,2018-12-18 03:19:36 UTC,2019-04-03 10:24:41 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3753
3729,Rigdon,UI Does Not Validate Pipeline Configuration on Project Page,open,3,1,0,1,0,0,0,0,2018-12-14 14:26:51 UTC,2019-04-04 21:25:26 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3729
3711,yinanfang,"Feature Request: Display execution time even if pipeline failed because of missing ""expected artifact""",open,3,1,0,1,0,0,0,0,2018-12-11 19:12:22 UTC,2019-03-11 20:30:36 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3711
3689,ttomsu,Halyard: Enabling artifact account should enable the feature,open,3,1,0,1,0,0,0,0,2018-12-05 18:35:55 UTC,2019-03-06 16:03:57 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3689
3564,jtk54,Appengine: Consider limiting batch call sizes to providers.,open,3,1,0,1,0,0,0,0,2018-11-06 15:05:01 UTC,2019-04-02 15:00:40 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3564
3782,abergmeier,Bitbucket Server support,open,4,1,0,1,0,0,0,0,2018-12-21 13:30:05 UTC,2019-03-25 22:09:56 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3782
3646,ethanfrogers,Spin CLI - Make API more consumable,open,5,1,0,1,0,0,0,0,2018-11-26 14:09:25 UTC,2019-03-07 15:20:23 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3646
3344,jfillo,[Deck] Minify Javascript,open,5,1,0,1,0,0,0,0,2018-09-17 13:19:31 UTC,2019-01-31 13:08:21 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3344
3483,kskewes,Spinnaker on Kubernetes - app:spin label removal suggestion,open,6,1,0,1,0,0,0,0,2018-10-22 06:48:49 UTC,2019-03-07 15:30:38 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3483
3450,iniinikoski,Feature: option to add a delay before polling starts in Webhook stage,open,6,1,0,1,0,0,0,0,2018-10-15 13:58:47 UTC,2019-03-13 11:50:15 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3450
3157,danielpeach,Diff view between deployment revisions,open,6,1,0,0,0,0,0,1,2018-08-09 20:48:58 UTC,2019-02-07 14:06:44 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3157
3760,abergmeier,OpenShift Support,open,7,1,0,1,0,0,0,0,2018-12-19 10:17:46 UTC,2019-04-09 08:35:08 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3760
3968,ttomsu,FR: Add option to make each service's files ConfigMaps instead of Secrets,open,8,1,0,1,0,0,0,0,2019-02-13 14:50:48 UTC,2019-04-10 17:54:05 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3968
3428,katsew,Need manifest preview UI for uploaded artifacts,open,11,1,0,1,0,0,0,0,2018-10-05 04:57:54 UTC,2019-03-03 16:40:24 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3428
3243,rverma-nikiai,heptio-authenticator-aws is renamed as aws-iam-authenticator and the binary needs to get updated in main dockerfile,open,14,1,0,1,0,0,0,0,2018-08-24 15:48:22 UTC,2019-03-07 20:40:31 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3243
3355,adamlazz,Find image from Tags stage randomly fails with new AMIs,open,17,1,0,1,0,0,0,0,2018-09-19 16:15:22 UTC,2019-04-15 21:58:59 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3355
3577,celamb4,hal deploy apply causes java.lang.NullPointerException on private cluster,open,53,1,0,1,0,0,0,0,2018-11-08 08:25:03 UTC,2019-04-10 19:46:02 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3577
4019,ethanfrogers,FR: Dynamic Halconfig directory,open,1,2,0,2,0,0,0,0,2019-02-22 16:12:48 UTC,2019-04-11 22:40:21 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4019
4017,e4r7hbug,Okta SAML TLS Error,open,1,2,0,2,0,0,0,0,2019-02-22 00:52:50 UTC,2019-04-08 15:12:59 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4017
3702,ricklagerweij,Configure SQL through halyard (Orca),open,4,2,0,2,0,0,0,0,2018-12-10 19:14:52 UTC,2019-04-15 19:20:46 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3702
3704,ethanfrogers,RFC: First class support for provisioning static infrastructure,open,5,2,0,2,0,0,0,0,2018-12-10 21:20:04 UTC,2019-04-09 01:35:21 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3704
4200,ncknt,RFC: Network policies support (Halyard),open,6,2,0,2,0,0,0,0,2019-03-27 01:55:36 UTC,2019-03-28 18:49:26 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4200
3865,dbyron0,feature request: teach kayenta to accept tags as part of canary config when using datadog,open,6,2,0,2,0,0,0,0,2019-01-18 21:04:50 UTC,2019-03-20 14:34:42 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3865
2818,rossedman,Better Kubernetes Removal/Offboarding,open,7,2,0,2,0,0,0,0,2018-05-22 16:17:26 UTC,2019-04-02 14:45:42 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2818
3541,rverma-nikiai,Support for node selector and tolerations,open,8,2,0,2,0,0,0,0,2018-11-01 01:29:23 UTC,2019-03-31 01:50:22 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3541
3204,TechTrainingCenter,How to use deployment strategy in kubernetes provider v2,open,10,2,0,2,0,0,0,0,2018-08-16 10:52:38 UTC,2019-04-11 16:45:23 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3204
2774,KeisukeYamashita,hal deploy apply stucks at Manually deploying spin-clouddriver-bootstrap,open,21,2,0,2,0,0,0,0,2018-05-14 08:57:24 UTC,2019-03-18 17:05:38 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2774
3911,jtdawso,Unable to Terminate Pods through Spinnaker UI in kubernetes v1,open,2,3,0,3,0,0,0,0,2019-01-30 18:18:50 UTC,2019-04-01 18:25:27 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3911
3939,xxmaestroxx,"Offical Helm charts not deployable (Keycloak, Neo4J, Kafka) -> shell variables",open,3,3,0,3,0,0,0,0,2019-02-06 03:58:13 UTC,2019-03-26 19:58:20 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3939
4170,robzienert,RFC: Igor Rewrite,open,4,3,0,3,0,0,0,0,2019-03-21 20:37:09 UTC,2019-03-26 17:07:30 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4170
3743,ethanfrogers,[Halyard] Extending Kubernetes deployment environment improvements,open,4,3,0,3,0,0,0,0,2018-12-17 14:43:32 UTC,2019-03-04 15:10:29 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3743
3571,viglesiasce,Clarify error message when Docker image cannot be found in a manifest,open,4,3,0,3,0,0,0,0,2018-11-07 18:50:54 UTC,2019-02-08 13:46:15 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3571
3538,ttomsu,Cache Management Load Balancer entry appears to be broken,open,8,3,0,3,0,0,0,0,2018-10-31 15:02:47 UTC,2019-03-20 09:36:12 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3538
3288,rene00,AWS Key Name should be optional when creating Deployment Clusters,open,8,3,0,3,0,0,0,0,2018-09-05 04:34:51 UTC,2019-03-20 23:20:24 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3288
3231,benjaminws,Dropdown list of elements in pipeline template UI,open,8,3,0,3,0,0,0,0,2018-08-22 22:32:20 UTC,2019-01-02 15:17:57 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3231
3040,nhayes,Pipeline expression autocomplete only works in comment text boxes,open,12,3,0,3,0,0,0,0,2018-07-12 17:58:15 UTC,2019-03-20 16:41:36 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3040
3500,emjburns,RFC: Make Expressions in Orca Bester,open,3,4,0,0,0,0,0,4,2018-10-24 01:01:29 UTC,2019-03-05 20:42:43 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3500
3739,antoooks,"[Clouddriver] Clouddriver throws ""WWW-Authenticate header"" error when using 'passwordCommand' option ",open,4,4,0,4,0,0,0,0,2018-12-17 04:55:58 UTC,2019-03-21 06:51:40 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3739
3695,clanesf,Feature Request: Kubernetes V2 driver should have a way to filter manifest,open,6,4,0,4,0,0,0,0,2018-12-07 17:20:07 UTC,2019-02-02 15:15:10 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3695
3613,mtweten,Kubernetes V2 clouddriver accounts and multi-tenancy,open,7,4,0,4,0,0,0,0,2018-11-16 16:47:59 UTC,2019-01-23 15:45:29 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3613
3268,jfillo,halyard LDAP config doesn't support all possible properties gate LDAP config offers,open,7,6,0,6,0,0,0,0,2018-08-28 23:58:16 UTC,2019-04-08 15:12:08 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3268
3554,danielpeach,Add execute permissions,open,8,6,0,6,0,0,0,0,2018-11-02 19:42:44 UTC,2019-03-28 15:26:12 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3554
2831,e96wic,[Kubernetes V2] Add namespace option for deployManifest,open,48,6,0,6,0,0,0,0,2018-05-24 15:54:09 UTC,2019-04-01 13:36:16 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/2831
4254,maggieneterval,Convert all Kubernetes v2 stages to React,open,0,7,0,2,0,0,0,5,2019-04-05 20:09:26 UTC,2019-04-05 20:14:09 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4254
4075,kaitea,Feature request: Native AWS CodeBuild Support,open,0,7,0,7,0,0,0,0,2019-03-06 20:29:20 UTC,2019-03-07 17:49:00 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4075
4181,andrewbackes,RFC: Spinnaker Plugin System,open,6,7,0,7,0,0,0,0,2019-03-22 18:46:36 UTC,2019-03-29 12:35:29 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/4181
3982,robzienert,RFC: SQL as a standard persistence backend,open,0,20,0,14,0,0,0,3,2019-02-15 18:11:37 UTC,2019-03-05 20:40:13 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3982
3341,iniinikoski,Add support for multiple containers in ECS task definition,open,6,20,0,20,0,0,0,0,2018-09-16 19:55:48 UTC,2019-03-29 13:05:17 UTC,https://api.github.com/repos/spinnaker/spinnaker/issues/3341
